Video,action,Context
P21_webcam02,juice,"At the start of the video, we see two ladies in gray and purple shirts; they leave shortly. A guy in a white shirt and black pants is preparing orange juice. In the background, there are white drawers, white cabinets filled with containers, a screen (tablet or laptop) and two big windows, one in front and the other on the back of the kitchen counter. Dishes in the sink. There is an orange piece of cloth hanging near the back window. The sunlight is coming in; it's daytime. On the counter, we see some boxes, eggs, oranges, and other kitchen utensils. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera."
P21_webcam02,coffee,"A guy in a white shirt and black pants is making coffee. In the background, there are white drawers, white cabinets filled with containers, and a screen (tablet or laptop) and a big window. The sunlight is coming in; it's daytime. On the counter, we see some boxes, eggs, a bowl and other kitchen utensils. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera."
P21_webcam02,milk,"A guy in a white shirt and black pants is making milk. In the background, there are white drawers, white cabinets filled with containers, two big windows, one in front and the other on the back of the kitchen counter and a screen (tablet or laptop) on top of the counter. Dishes in the sink. There is an orange piece of cloth hanging near the back window. The sunlight is coming in; it's daytime. On the counter, we see some boxes, eggs, powdered milk comtainer, a cup and other kitchen utensils. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera."
P21_webcam02,salat,"A guy in a white shirt and black pants is making salat. In the background, there are white drawers, white cabinets filled with containers, two big windows, one in front and the other on the back of the kitchen counter, and a screen (a tablet or laptop) on top of the back counter. Dishes in the sink. There is an orange piece of cloth hanging near the back window. The sunlight is coming in; it's daytime. On the counter, we see some boxes, eggs, some fruits, and other kitchen stuff. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera."
P22_cam01,salat,"The camera is placed on the left of the counter; there are some bottles, packets, a container, a chopping board with knives on it, a milk carton, butter, a French press coffee pot, a cup, a glass, and some other stuff on the kitchen counter. In the back, there is a white shelf with some bottles and containers on it, a table loaded with stuff, and a white cupboard. There is also a white door opening in the kitchen. There is a guy in a black shirt and white pants near the counter, preparing coffee. At the start of the video, a girl with pale or dark red shit and black pants and a guy with black shit and white pants enter the kitchen."
P22_cam01,pancake,"The camera is placed on the left side of the counter; there are some bottles, boxes, packets, eggs, butter, a pan on the stove, and some other kitchen stuff on the counter. In the back, there is a white shelf with some bottles and containers on it, a table loaded with stuff, and a white cupboard. There is also a white door opening in the kitchen. A guy in a black shirt and white pants is making pancakes near the kitchen counter. He brought a plastic container with pancake mix and a milk carton to the counter. At the start of the video, a girl in a dark red or purple shirt and black pants is standing in the back; later, she leaves the room. There is a guy in a white shirt and black pants standing in the doorway, eating something."
P22_cam01,scrambledegg,"The camera is placed on the left side of the counter; there are some bottles, boxes, packets, eggs, butter, a pan on the stove, and some other kitchen stuff on the counter. In the back, there is a white shelf with some bottles and containers on it, a table loaded with stuff, and a white cupboard. There is also a white door opening in the kitchen. A guy in a black shirt and white pants is making scrambled eggs near the kitchen counter. At the start of the video, a girl in a dark red or purple shirt and black pants is standing in the back; later, she leaves the room. She reenters the kitchen towards the end of the video. There is a guy standing in the doorway."
P22_cam01,sandwich,"The camera is placed on the left side of the counter; there are some bottles, boxes, packets, eggs, butter, bread, a pan on the stove, a cutting board, a knife, and some other kitchen stuff on the counter. In the back, there is a white shelf with some bottles and containers on it, a table loaded with stuff, and a white cupboard. There is also a white door opening in the kitchen. A guy in a black shirt and white pants is making sandwiches near the kitchen counter. At the start of the video, a girl in a dark red or purple shirt and black pants is standing in the back; later, she leaves the room. She reenters the kitchen towards the end of the video."
P22_cam01,milk,"The camera is placed on the left side of the counter; there are some bottles, a juicer, a glass, a container, some packets, some oranges, a juicer, a pan on the stove, and some other kitchen stuff. In the back, there is a white shelf with some bottles and containers on it, a table loaded with stuff, and a white cupboard. There is also a white door opening in the kitchen. A guy in a black shirt and white pants is making milk near the kitchen counter. At the start of the video, a girl in a dark red or purple shirt and black pants is standing in the back; later, she leaves the room. There is a guy in a white shirt and black pants standing in the doorway."
P22_cam01,juice,"The camera is placed on the left side of the counter; there are some bottles, a juicer, packets, some oranges, a juicer, a pan on the stove, and some other kitchen stuff. In the back, there is a white shelf with some bottles and containers on it, a table loaded with stuff, and a white cupboard. There is also a white door opening in the kitchen.A guy in a black shirt and white pants is making juice near the kitchen counter.At the start of the video, a girl in blue shirt black pants, a girl in red or purple shirt black pants, and a guy in white shirt black pants are standing in the back; they later leave the room. The guy keeps standing in the doorway."
P22_cam01,coffee,"The camera is placed on the left of the counter; there are some bottles, packets, a container, a chopping board with knives on it, a milk carton, butter, a French press coffee pot, a cup, a glass, and some other stuff on the kitchen counter. In the back, there is a white shelf with some bottles and containers on it, a table loaded with stuff, and a white cupboard. There is also a white door opening in the kitchen. There is a guy in a black shirt and white pants near the counter, preparing coffee. At the start of the video, a girl with pale or dark red shit and black pants and a guy with black shit and white pants enter the kitchen."
P22_cam01,cereals,"The camera is placed on the left of the counter; there are some bottles, packets, a pan on the stove, butter, a glass, and some other stuff on the kitchen counter. In the back, there is a white shelf with some bottles and containers on it, a table loaded with stuff, and a white cupboard. There is also a white door opening in the kitchen.A guy in a white shirt and black pants is standing in the door way.At the start of the video, a girl with a pale or dark red shirt and black pants leaves the kitchen.There is a guy in a black shirt and white pants near the counter, preparing cereal. He brings a bowl, cereal, milk, and a spoon to the kitchen counter. The girl enters the kitchen towards the end of the video."
P22_cam01,friedegg,"The camera is placed on the left side of the counter; there are some bottles, boxes, packets, eggs, butter, a pan on the stove, and some other kitchen stuff on the counter. In the back, there is a white shelf with some bottles and containers on it, a table loaded with stuff, and a white cupboard. There is also a white door opening in the kitchen. A guy in a black shirt and white pants is making eggs. At the start of the video, a girl in a dark red or maroon shirt leaves the room. At the end of the video, the girl and a guy in a white shirt and black pants enter the room."
P22_cam01,tea,"The camera is placed on the left side of the counter; there are some bottles, boxes, packets, eggs, butter, a pan on the stove, a cup, and some other kitchen stuff on the counter. In the back, there is a white shelf with some bottles and containers on it, a table loaded with stuff, and a white cupboard. There is also a white door opening in the kitchen. A guy in a black shirt and white pants is making tea. At the start of the video, a girl in a green shirt and blue pants is standing against the door in the kitchen. There is a guy in a white shirt and black pants standing in the doorway. At the end of the video, a girl in a dark red or maroon shirt enters."
P22_cam02,tea,"A guy in a black shirt and white pants is making tea. He brings an electric kettle to the counter and pours tea into a mug. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and two big windows, one in front and the other on the back of the kitchen counter. The sunlight is coming in; it's daytime. On the counter, we see some boxes,bottles, eggs, a pan on the stove, and some other kitchen stuff. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera. At the end of the video, a girl with blond hair and a purple shirt is seen."
P22_cam02,coffee,"A guy in a black shirt and white pants is preparing coffee; he brings a French press coffee part to the counter at the start of the video and pours coffee in the mug. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and two big windows, one in front and the other on the back of the kitchen counter.The sunlight is coming in; it's daytime. On the counter, we see some boxes, eggs, and other stuff. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera."
P22_cam02,friedegg,"A guy in a black shirt and white pants is making tea. He brings an electric kettle to the counter and pours tea into a mug. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and two big windows, one in front and the other on the back of the kitchen counter. The sunlight is coming in; it's daytime. On the counter, we see some boxes,bottles, eggs, a pan on the stove, and some other kitchen stuff. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera. At the end of the video, a girl with blond hair and a purple shirt is seen."
P22_cam02,milk,"A guy in a black shirt and white pants is making milk. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and two big windows, one in front and the other on the back of the kitchen counter. The sunlight is coming in; it's daytime. On the counter, we see some boxes,bottles, eggs, a pan, a container, and some other kitchen stuff. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera."
P22_cam02,scrambledegg,"A guy in a blacl shirt and white pants is making eggs. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and two big windows, one in front and the other on the back of the kitchen counter. The sunlight is coming in; it's daytime. On the counter, we see some boxes,bottles, eggs, and some other kitchen stuff. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera."
P22_cam02,cereals,"A guy in a black shirt and white pants is preparing cereal; he brings a bowl, milk carton, and cereal packet to the table. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and two big windows, one in front and the other on the back of the kitchen counter. The sunlight is coming in; it's daytime. On the counter, we see some boxes, eggs, and other kitchen stuff. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera."
P22_cam02,juice,"A guy in a black shirt and whitepants is making juice; he brings a glass to the counter and pours juice in it. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and two big windows, one in front and the other on the back of the kitchen counter. . The sunlight is coming in; it's daytime. On the counter, we see some boxes, eggs, a chopping board, a juicer, knives, oranges, and some other kitchen stuff. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera.
At the end of the video, we see a girl with blond hair."
P22_stereo,tea_ch1,"A guy in a black shirt and white pants is making tea. He brings an electric kettle and pours some water with a teabag into a cup. In the background, there are white cabinets filled with containers, a screen (a tablet or laptop), and a big window. The sunlight is coming in; it's daytime. On the counter, we see some boxes, bottles, and other kitchen stuff. The camera is placed at some height, in front of the kitchen counter."
P22_stereo,cereals_ch0,"A guy in a black shirt and white pants is making cereal. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and a window. The sunlight is coming in; it's daytime. On the counter, we see some boxes, bottles, a bowl, and other kitchen stuff. The camera is placed at some height, in front of the kitchen counter."
P22_stereo,coffee_ch0,"A guy in a black shirt and white pants is making coffee. He brings a French press coffee pot to the counter and pours coffee into a mug. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and a window. The sunlight is coming in; it's daytime. On the counter, we see some boxes, bottles, a French press coffee pot, and other kitchen stuff. The camera is placed at some height, in front of the kitchen counter."
P22_stereo,coffee_ch1,"A guy in a black shirt and white pants is making coffee. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and a window. The sunlight is coming in; it's daytime. On the counter, we see some boxes, bottles, a French press coffee pot, and other kitchen stuff. The camera is placed at some height, in front of the kitchen counter."
P22_stereo,friedegg_ch0,"A guy in a black shirt and white pants is making eggs. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and a window. The sunlight is coming in; it's daytime. On the counter, we see some boxes, containers, bottles, a pan on the stove, and other kitchen stuff. The camera is placed at some height, in front of the kitchen counter."
P22_stereo,milk_ch0,"A guy in a black shirt and white pants is making milk. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and a window. The sunlight is coming in; it's daytime. On the counter, we see some boxes, containers, bottles, and other kitchen stuff. The camera is placed at some height, in front of the kitchen counter."
P22_stereo,milk_ch1,"A guy in a black shirt and white pants is making milk. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and a window. The sunlight is coming in; it's daytime. On the counter, we see some boxes, bottles, and other kitchen stuff. The camera is placed at some height, in front of the kitchen counter."
P22_stereo,tea_ch0,"A guy in a black shirt and white pants is making tea. He brings a mug and an electric kettle to the counter and pours tea into the cup. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and a window. The sunlight is coming in; it's daytime. On the counter, we see some boxes, containers, bottles, and other kitchen stuff. The camera is placed at some height, in front of the kitchen counter."
P22_webcam01,coffee,"The camera is placed on the left of the kitchen counter; we see a pan on the stove, a glass, butter, a bowl of eggs, a French press coffee pot, a mug, and other kitchen stuff. At the back, there is a white full-wall-length cupboard and a white door opening in the kitchen. There is a table in the background; we see a kettle, a wine bottle, a bowl, and some other stuff. There is a blue refrigerator in the background. At the start of the video, there is a girl in a purple or maroon shirt and a guy in a white shirt and black pants. They leave shortly. Another guy with a black shirt and white pants is preparing coffee. At the end of the video, the girl reenters the kitchen."
P22_webcam01,pancake,"The camera is placed on the left of the kitchen counter; we see a pan on the stove, butter, eggs, glasses, and other kitchen stuff. At the back, there is a white full-wall-length cupboard and a white door opening in the kitchen. There is a table in the background; we see a kettle, a wine bottle, a bowl, and some other stuff. There is a blue refrigerator in the background. At the start of the video, there is a girl in a purple/maroon shirt and a guy in a white shirt and black pants standing in the background. They leave shortly. The guy keeps standing in the doorway. Another guy with a black shirt and white pants is making pancakes."
P22_webcam01,salat,"The camera is placed on the left of the kitchen counter; we see a pan on the stove, butter, eggs, a chopping board, a knife, and other kitchen stuff. At the back, there is a white full-wall-length cupboard and a white door opening in the kitchen. There is a table in the background; we see a kettle, a wine bottle, a bowl, and some other stuff. There is a blue refrigerator in the background. At the start of the video, there is a girl in a purple/maroon shirt. She leaves shortly. A guy with a gray t-shirt and light brown pants is standing in the doorway. Another guy at the kitchen counter, wearing a black shirt and white pants, is cutting fruits."
P22_webcam01,tea,"The camera is placed on the left of the kitchen counter; we see a pan on the stove, butter, eggs, a cup, and other kitchen stuff. At the back, there is a white full-wall-length cupboard and a white door opening in the kitchen. There is a table in the background; we see a kettle, a wine bottle, a bowl, and some other stuff. There is a blue refrigerator in the background. At the start of the video, a girl wearing a purple shirt, a guy wearing a white shirt and black pants, and a girl in a green hoodie are standing in the background. The girl in the purple shirt leaves the kitchen. Another guy standing at the kitchen counter, wearing a black shirt and white pants, is making tea. At the end of the video, the girl in the purple shirt reenters the kitchen."
P22_webcam01,scrambledegg,"The camera is placed on the left of the kitchen counter; we see a pan on the stove, bread, butter, eggs, and other kitchen stuff. At the back, there is a white full-wall-length cupboard and a white door opening in the kitchen. There is a table in the background; we see a kettle, a wine bottle, a bowl, and some other stuff. There is a blue refrigerator in the background. At the start of the video, a girl wearing a purple shirt leaves the kitchen. A guy wearing a white shirt and black pants is standing in the doorway. Another guy at the kitchen counter, wearing a black shirt and white pants, is making eggs."
P22_webcam01,sandwich,"The camera is placed on the left of the kitchen counter; we see a pan on the stove, bread, butter, eggs, a chopping board, a knife, and other kitchen stuff. At the back, there is a white full-wall-length cupboard and a white door opening in the kitchen. There is a table in the background; we see a kettle, a wine bottle, a bowl, and some other stuff. There is a blue refrigerator in the background. A girl wearing a blue shirt and navy blue pants is standing in the doorway. Another guy at the kitchen counter, wearing a black shirt and white pants, is making sandwiches."
P22_webcam01,milk,"The camera is placed on the left of the kitchen counter; we see a pan on the stove, butter, eggs, glasses, and other kitchen stuff. At the back, there is a white full-wall-length cupboard and a white door opening in the kitchen. There is a table in the background; we see a kettle, a wine bottle, a bowl, and some other stuff. There is a blue refrigerator in the background. At the start of the video, there is a girl in a purple or maroon shirt and a guy in a white shirt and black pants standing in the background. They leave shortly. The guy keeps standing in the doorway. Another guy with a black shirt and white pants is making chocolate milk. At the end of the video, the girl in the red/purple shirt reenters the kitchen."
P22_webcam01,juice,"The camera is placed on the left of the kitchen counter; we see a pan on the stove, butter, eggs, a hand juicer, oranges, and other kitchen stuff. At the back, there is a white full-wall-length cupboard and a white door opening in the kitchen. There is a table in the background; we see a kettle, a wine bottle, a bowl, and some other stuff. There is a blue refrigerator in the background. At the start of the video, there is a girl in a purple or maroon shirt, a girl in a blue shirt and black pants, and a guy in a white shirt and black pants standing in the background. They leave shortly. The guy keeps standing in the doorway. Another guy with a black shirt and white pants is making juice. At the end of the video, the girl in the red/purple shirt reenters the kitchen."
P22_webcam01,cereals,"The camera is placed on the left of the kitchen counter; we see a pan on the stove, a glass, butter, eggs, and other kitchen stuff. At the back, there is a white full-wall-length cupboard and a white door opening in the kitchen. There is a table in the background; we see a kettle, a wine bottle, a bowl, and some other stuff. There is a blue refrigerator in the background. At the start of the video, there is a girl in a purple or maroon shirt; she leaves shortly. A guy in a white shirt and black pants is standing in the doorway, eating something. Another guy with a black shirt and white pants is preparing cereal. He brings cereal and milk cartons and pours them into the bowl."
P22_webcam02,salat,"A guy in a black shirt and white pants is preparing cereal. In the background, there are white drawers, white cabinets filled with containers, a screen (tablet or laptop), and two big windows, one at the back and one in front of the kitchen counter. The sunlight is coming in; it's daytime. On the counter, we see some boxes, eggs, a bowl, other kitchen stuff and utensils. The camera is placed in front of the kitchen counter; there is a green sign in front of the counter."
P22_webcam02,cereals,"A guy in a black shirt and white pants is preparing cereal. In the background, there are white drawers, white cabinets filled with containers, a screen (tablet or laptop), and two big windows, one at the back and one in front of the kitchen counter. The sunlight is coming in; it's daytime. On the counter, we see some boxes, eggs, a bowl, other kitchen stuff and utensils. The camera is placed in front of the kitchen counter; there is a green sign in front of the counter."
P22_webcam02,juice,"A guy in a black shirt and white pants is making orange juice. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and two big windows, one at the back of the counter and one at the front. There is a piece of orange cloth hanging near the back window. Dishes are in the sink. The sunlight is coming in; it's daytime. On the counter, we see some boxes, eggs, some bottles, a pan, other kitchen stuff, and utensils. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera."
P22_webcam02,milk,"A guy in a black shirt and white pants is making milk. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and two big windows, one at the back of the counter and one at the front. There is a piece of orange cloth hanging near the back window. Dishes are in the sink. The sunlight is coming in; it's daytime. On the counter, we see some boxes, eggs, some bottles, a pan, other kitchen stuff, and utensils. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera."
P22_webcam02,friedegg,"A guy in a black shirt and white pants is making eggs. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and two big windows, one at the back of the counter and one at the front. There is a piece of orange cloth hanging near the back window. Dishes are in the sink.  The sunlight is coming in; it's daytime. On the counter, we see some boxes, eggs, a pan, other kitchen stuff, and utensils. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera."
P22_webcam02,sandwich,"A guy in a black shirt and white pants is making a sandwich. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and two big windows, one at the back of the counter and one at the front. There is a piece of orange cloth hanging near the back window. Dishes are in the sink. The sunlight is coming in; it's daytime. On the counter, we see bread, butter, some boxes, eggs, some bottles, a pan, other kitchen stuff, and utensils. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera. A girl with blond hair is seen in front of the camera at the beginning and end of the video."
P22_webcam02,scrambledegg,"A guy in a black shirt and white pants is making eggs. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and two big windows, one at the back of the counter and one at the front. There is a piece of orange cloth hanging near the back window. Dishes are in the sink. The sunlight is coming in; it's daytime. On the counter, we see butter, some boxes, eggs, some bottles, a pan, other kitchen stuff, and utensils. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera. A girl with blond hair is seen in front of the camera at the beginning and end of the video."
P22_webcam02,tea,"A guy in a black shirt and white pants is making tea. He brings an electric kettle, pours hot water into the cup, and puts a teabag in it. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and two big windows, one at the back of the counter and one at the front. There is a piece of orange cloth hanging near the back window. Dishes are in the sink. The sunlight is coming in; it's daytime. On the counter, we see butter, boxes, eggs, some bottles, a pan, other kitchen stuff, and utensils. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera. A girl with blond hair is seen in front of the camera at the beginning and end of the video."
P22_webcam02,pancake,"A guy in a black shirt and white pants is making pancakes. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and two big windows, one at the back of the counter and one at the front. There is a piece of orange cloth hanging near the back window. Dishes are in the sink. The sunlight is coming in; it's daytime. On the counter, we see a bowl, a container with pancake mix, butter, some boxes, eggs, some bottles, a pan, other kitchen stuff, and utensils. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera. At the end of the video, a girl with blond hair is seen."
P22_webcam02,coffee,"A guy in a black shirt and white pants is making coffee. In the background, there are white drawers, white cabinets filled with containers, a screen (a tablet or laptop), and two big windows, one at the back of the counter and one at the front. There is a piece of orange cloth hanging near the back window. Dishes are in the sink.  The sunlight is coming in; it's daytime. On the counter, we see some boxes, eggs, a pan on the stove, other kitchen stuff, and utensils. The camera is placed in front of the kitchen counter; there is a green sign on the right of the camera."
P23_cam01,juice,"A girl in blue shirt with brown hair appeared in the start of the video while another girl in maroon high neck shirt leaves the camera. There are cluttered things like knife, glass bottles, yellow bowl etc on the black kitchen top, a black pan on the stove, a lamp hanging from the ceiling and there is a wall clock above kitchen exit. The girl in blue shirt leaves the camera for a while. At the end the girl in maroon high neck shirt came back."
P23_cam01,coffee,"A girl in black tights with brown hair appeared in the start of the video while another girl in maroon shirt is leaving the kitchen meanwhile another girl with brown hair wearing blue shirt enters the kitchen. There are cluttered things like knife, glass bottles, red cutting board etc on the black kitchen top, a black pan on the stove, a lamp hanging from the ceiling and there is a wall clock above kitchen exit. The girl in blue shirt exits, then a guy in green sweater enters the kitchen. The girl in blue shirt enters the kitchen again while the girl in black tights leaves. At the end the girl in blue shirt leaves the kitchen for a while and the girl in maroon shirt enters."
P23_cam01,tea,"A girl in blue shirt with brown hair and another girl in maroon high neck shirt appeared in the start of the video. The girl in maroon high neck shirt left the kitchen. There are cluttered things like knife, glass bottles, red cutting board etc on the black kitchen top,a black pan on the stove, a lamp hanging from the ceiling and there is a wall clock above kitchen exit. At the end the girl in maroon high neck shirt enters."
P23_cam01,cereals,"A girl in blue shirt with brown hair appeared in the start of the video. There are cluttered things like knife, glass bottles, milk carton etc on the black kitchen top, a lamp hanging from the ceiling and there is a wall clock above kitchen exit. A girl in maroon high neck shirt is also present. Both girls left the kitchen. Then girl in blue shirt came back. At the end the girl in maroon high neck shirt also came back."
P23_cam01,sandwich,"A girl in maroon high neck shirt is leaving the kitchen in the start of the video.Then a girl in blue shirt with brown hair enters the kitchen. There are cluttered things like knife, glass bottles etc on the black kitchen top, a black pan on the stove, a lamp hanging from the ceiling and there is a wall clock above kitchen exit. Both girls left the kitchen. At the end the girl in maroon high neck shirt came back."
P23_cam01,pancake,"A girl in blue shirt with brown hair appeared in the start of the video while another girl in maroon high neck shirt leaves the camera. There are cluttered things like knife, glass bottles, yellow bowl etc on the black kitchen top, a black pan on the stove, a lamp hanging from the ceiling and there is a wall clock above kitchen exit. The girl in blue shirt leaves the camera for a while. At the end the girl in maroon high neck shirt came back."
P23_cam01,milk,"A girl in blue shirt with brown hair and another girl in maroon high neck shirt appeared in the start of the video. The girl in maroon high neck shirt left the kitchen. There are cluttered things like knife, glass bottles, red cutting board etc on the black kitchen top,a black pan on the stove, a lamp hanging from the ceiling and there is a wall clock above kitchen exit. At the end the girl in blue shirt leaves the kitchen and the girl in maroon high neck shirt enters."
P23_cam01,salat,"A girl in blue shirt with brown hair appeared in the start of the video while another girl in maroon high neck shirt leaves the camera. There are cluttered things like knife, glass bottles, yellow bowl etc on the black kitchen top, a black pan on the stove, a lamp hanging from the ceiling and there is a wall clock above kitchen exit. The girl in blue shirt leaves the camera for a while. At the end the girl in maroon high neck shirt came back."
P23_cam02,pancake,"A girl in maroon high neck shirt and a girl in blue shirt with brown hair appeared in the start of the video. The girl in maroon high neck shirt leaves. There are things like black pan, yellow bowl, glass bottles, egg carton, laptop etc on the black kitchen top, an airjet on the ceiling and a window on the left. At the end a girl with blond hair enters the kitchen."
P23_cam02,coffee,"A guy in green sweater appeared in the start of the video. A girl in blue shirt with brown hair enters the kitchen for a while. There are cluttered things like black pan, glass bottles, laptop etc on the black kitchen top, an airjet on the ceiling and a window on the left. The guy in green sweater exits, then the girl in blue shirt enters the kitchen again only leaving for a moment at the end. At the end a girl with blond hair enters the kitchen."
P23_cam02,sandwich,"A girl in blue shirt with brown hair appeared in the start of the video. There are things like black pan, glass bottles, laptop etc on the black kitchen top, an airjet on the ceiling and a window on the left."
P23_cam02,tea,"A girl in blue shirt with brown hair enters the kitchen and then leaves. She then enters the kitchen again. There are things like black pan, glass bottles, egg carton, laptop etc on the black kitchen top, an airjet on the ceiling and a window on the left. The girl in blue shirt leaves the camera for a moment twice. At the end a girl with blond hair enters the kitchen."
P23_cam02,milk,"A girl in blue shirt with brown hair enters the kitchen. There are things like black pan, glass bottles, egg carton, laptop etc on the black kitchen top, an airjet on the ceiling and a window on the left. At the end a girl with blond hair enters the kitchen."
P23_cam02,scrambledegg,"A girl in maroon high neck shirt and a girl in blue shirt with brown hair appeared in the start of the video. The girl in maroon high neck shirt leaves. There are things like black pan, glass bottles, egg carton, laptop etc on the black kitchen top, an airjet on the ceiling and a window on the left. At the end a girl with blond hair enters the kitchen."
P23_cam02,cereals,"A girl in blue shirt with brown hair appeared in the start of the video. There are cluttered things like black pan, glass bottles, milk carton, laptop etc on the black kitchen top, an airjet on the ceiling and a window on the left. "
P23_cam02,friedegg,"A girl in maroon high neck shirt appeared in the start of the video. A girl in blue shirt with brown hair enters the kitchen. There are things like black pan, glass bottles, egg carton, laptop etc on the black kitchen top, an airjet on the ceiling and a window on the left. At the end a girl with blond hair enters the kitchen."
P23_cam02,juice,"A girl in maroon high neck shirt leaves and a guy in green shirt and a girl in blue shirt with brown hair enters the kitchen.There are things like black pan, glass bottles,egg carton, laptop etc on the black kitchen top, an airjet on the ceiling and a window on the left.The guy in green shirt exits the kitchen. The girl in blue shirt leaves the camera for a moment twice."
P23_stereo,cereals_ch0,"A girl in blue shirt with brown hair appeared in the start of the video. There are things like black pan, glass bottles, milk carton, laptop etc on the black kitchen top, an airjet on the ceiling and a door on the right."
P23_stereo,juice_ch0,"A guy with glases appeared in the start of the video. A girl in blue shirt with brown hair enters the kitchen for a while. There are things like cereal box, glass bottle, laptop etc on the shelf, an airjet on the ceiling and a window on the left. The guy with glasses exits, then the girl in blue shirt enters the kitchen again only leaving for a moment at the end."
P23_stereo,friedegg_ch0,"A guy with green shirt and a girl in blue shirt with brown hair enters the kitchen. The guy in green shirt exits. There are things like cereal box, glass bottle, laptop etc on the shelf, an airjet on the ceiling and a window on the left. The the girl in blue shirt exits the kitchen for a while."
P23_stereo,tea_ch1,"A girl in blue shirt with brown hair enters the kitchen. There are things like glass bottle, cereal box, laptop etc on the shelf, an airjet on the ceiling and a window on the left. The girl in blue shirt leaves the camera for a moment twice.
"
P23_stereo,tea_ch0,"A girl in blue shirt with brown hair enters the kitchen. There are things like black pan, glass bottle, cereal box, laptop etc on the black kitchen top, an airjet on the ceiling and a door on the right. The girl in blue shirt leaves the camera for a moment twice.
"
P23_stereo,sandwich_ch1,"A girl in blue shirt with brown hair appeared in the start of the video. She left the kitchen for a moment. There are  things like glass bottles, milk carton, laptop etc on the Shelf, an airjet on the ceiling and a window on the left."
P23_stereo,cereals_ch1,"A girl in blue shirt with brown hair enters the kitchen. There are things like glass bottles, milk carton, laptop etc on the shelf, an airjet on the ceiling and a window on the left."
P23_stereo,coffee_ch1,"A guy with glases appeared in the start of the video. A girl in blue shirt with brown hair enters the kitchen for a while. There are things like cereal box, glass bottle, laptop etc on the shelf, an airjet on the ceiling and a window on the left. The guy with glasses exits, then the girl in blue shirt enters the kitchen again only leaving for a moment at the end."
P23_stereo,milk_ch0,"A girl in blue shirt with brown hair enters the kitchen. There are things like cereal box, glass bottle, laptop etc on the black kitchen top, an airjet on the ceiling and a door on the right. window on the left. "
P23_stereo,juice_ch1,"A guy with green shirt and a girl in blue shirt with brown hair enters the kitchen. The guy in green shirt exits. There are things like cereal box, glass bottle, laptop etc on the shelf, an airjet on the ceiling and a window on the left. The the girl in blue shirt exits the kitchen for a while."
P23_stereo,sandwich_ch0,"A girl in blue shirt with brown hair appeared in the start of the video. She left the kitchen for a moment. There are  things like black pan, glass bottles, milk carton, laptop etc on the black kitchen top, an airjet on the ceiling and a door on the right."
P23_stereo,coffee_ch0,"A guy with glasses appeared in the start of the video. A girl in blue shirt with brown hair enters the kitchen for a while. There are things like black pan, glass bottle, white tea cup, laptop etc on the black kitchen top, an airjet on the ceiling and a door on the right. The guy with glasses exits, then the girl in blue shirt enters the kitchen again only leaving for a moment at the end."
